Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Eirik :)),2023-04-11 16:57:12,00:00:21,Autoplayed: user action: None; ,Passengers_hook_primary_16x9,HOOK,Safari MAC (Cadmium),00:00:21,00:00:21,NO (Norway)
Eirik :)),2023-04-11 16:35:55,00:00:30,Autoplayed: user action: None; ,Living with Yourself: Season 1 (Two Miles Thematic Trailer 1),PREVIEW,Safari MAC (Cadmium),00:00:30,00:00:30,NO (Norway)
Eirik :)),2023-04-11 16:35:22,00:00:10,Autoplayed: user action: None; ,Sesong 3 (Klipp): Never Have I Ever,HOOK,Safari MAC (Cadmium),00:00:10,00:00:10,NO (Norway)
Eirik :)),2023-04-11 16:33:13,00:00:07,Autoplayed: user action: None; ,DreamWorks Dragons:  Race to the Edge: Season 6 (Clip Narrative),HOOK,Safari MAC (Cadmium),00:00:07,00:00:07,NO (Norway)
Eirik :)),2023-04-11 16:31:09,00:00:04,,Mission: Impossible - Rogue Nation,,Safari MAC (Cadmium),02:05:21,Not latest view,NO (Norway)
Eirik :)),2023-04-11 16:30:47,00:00:04,Autoplayed: user action: None; ,Mission: Impossible - Fallout_hook_primary_16x9,HOOK,Safari MAC (Cadmium),00:00:32,Not latest view,NO (Norway)
Eirik :)),2023-04-11 16:30:43,00:00:02,,Mission: Impossible - Rogue Nation,,Safari MAC (Cadmium),02:05:19,Not latest view,NO (Norway)
Eirik :)),2023-04-11 16:30:07,00:00:27,Autoplayed: user action: None; ,Mission: Impossible - Fallout_hook_primary_16x9,HOOK,Safari MAC (Cadmium),00:00:27,Not latest view,NO (Norway)
Eirik :)),2023-04-11 15:36:25,00:18:20,,The Hunger Games: Mockingjay - Part 2,,Safari MAC (Cadmium),02:00:42,02:00:42,NO (Norway)
Eirik :)),2023-04-11 13:58:37,00:23:08,,The Hunger Games: Mockingjay - Part 2,,Safari MAC (Cadmium),01:42:21,Not latest view,NO (Norway)
Eirik :)),2023-04-10 20:23:35,01:19:13,,The Hunger Games: Mockingjay - Part 2,,Safari MAC (Cadmium),01:19:13,Not latest view,NO (Norway)
Eirik :)),2023-04-10 19:36:03,00:04:40,,"Lucifer: Sesong 3: Welcome Back, Charlotte Richards (Episode 5)",,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:05:20,Not latest view,NO (Norway)
Eirik :)),2023-04-10 18:46:09,00:42:44,Autoplayed: user action: User_Interaction; ,Lucifer: Sesong 3: What Would Lucifer Do? (Episode 4),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:43:09,00:43:09,NO (Norway)
Eirik :)),2023-04-10 12:49:29,01:43:16,,The Hunger Games: Mockingjay - Part 1,,Google Chromecast V3 Streaming Stick,01:46:32,01:46:32,NO (Norway)
Eirik :)),2023-04-10 12:34:39,00:00:02,,The Hunger Games: Mockingjay - Part 1,,Safari MAC (Cadmium),00:03:18,Not latest view,NO (Norway)
Eirik :)),2023-04-10 12:34:26,00:00:05,Autoplayed: user action: None; ,The Hunger Games: Mockingjay - Part 1_hook_primary_16x9,HOOK,Safari MAC (Cadmium),00:00:05,00:00:05,NO (Norway)
Eirik :)),2023-04-10 12:34:17,00:00:06,Autoplayed: user action: None; ,Sesong 1 (Klipp): Beef,HOOK,Safari MAC (Cadmium),00:00:06,00:00:06,NO (Norway)
Eirik :)),2023-04-10 12:30:58,00:03:16,,The Hunger Games: Mockingjay - Part 1,,Safari MAC (Cadmium),00:03:16,Not latest view,NO (Norway)
Eirik :)),2023-04-10 12:30:48,00:00:06,Autoplayed: user action: None; ,Miniserie (Klipp): Transatlantic,HOOK,Safari MAC (Cadmium),00:00:06,00:00:06,NO (Norway)
Eirik :)),2023-04-09 22:38:43,00:00:09,Autoplayed: user action: None; ,John Wick: Chapter 2_hook_primary_16x9,HOOK,Apple iPhone 11,00:00:10,00:00:10,NO (Norway)
Eirik :)),2023-04-09 21:16:26,00:39:33,,Lucifer: Sesong 3: Mr. and Mrs. Mazikeen Smith (Episode 3),,Safari MAC (Cadmium),00:42:59,Not latest view,NO (Norway)
Eirik :)),2023-04-09 20:41:19,00:34:48,,Lucifer: Sesong 3: The One with the Baby Carrot (Episode 2),,Safari MAC (Cadmium),00:43:06,00:43:06,NO (Norway)
Eirik :)),2023-04-09 17:21:27,02:10:34,,The Hunger Games: Catching Fire,,Firefox PC (Cadmium),02:10:33,02:10:33,NO (Norway)
Eirik :)),2023-04-09 13:17:53,00:05:26,,Lucifer: Sesong 3: The One with the Baby Carrot (Episode 2),,Safari MAC (Cadmium),00:05:26,Not latest view,NO (Norway)
Eirik :)),2023-04-09 12:35:00,00:42:45,,"Lucifer: Sesong 3: They're Back, Aren't They? (Episode 1)",,Safari MAC (Cadmium),00:43:23,00:43:23,NO (Norway)
Eirik :)),2023-04-09 11:53:07,00:40:46,,"Lucifer: Sesong 2: The Good, The Bad and The Crispy (Episode 18)",,Safari MAC (Cadmium),00:43:22,00:43:22,NO (Norway)
Eirik :)),2023-04-09 11:10:43,00:41:48,,Lucifer: Sesong 2: Sympathy for the Goddess (Episode 17),,Safari MAC (Cadmium),00:42:55,00:42:55,NO (Norway)
Eirik :)),2023-04-09 11:08:26,00:02:14,,Lucifer: Sesong 2: God Johnson (Episode 16),,Safari MAC (Cadmium),00:43:13,00:43:13,NO (Norway)
Eirik :)),2023-04-09 09:44:34,00:40:09,,Lucifer: Sesong 2: God Johnson (Episode 16),,Safari MAC (Cadmium),00:40:59,Not latest view,NO (Norway)
Eirik :)),2023-04-09 09:01:52,00:42:36,,Lucifer: Sesong 2: Deceptive Little Parasite (Episode 15),,Safari MAC (Cadmium),00:43:14,00:43:14,NO (Norway)
Eirik :)),2023-04-09 08:35:25,00:26:23,,Lucifer: Sesong 2: Candy Morningstar (Episode 14),,Safari MAC (Cadmium),00:42:47,00:42:47,NO (Norway)
Eirik :)),2023-04-08 19:36:46,02:08:01,,The Hunger Games,,Firefox PC (Cadmium),02:08:01,02:08:01,NO (Norway)
Eirik :)),2023-04-08 19:36:36,00:00:06,Autoplayed: user action: None; ,The Hunger Games_hook_primary_16x9,HOOK,Firefox PC (Cadmium),00:00:06,00:00:06,NO (Norway)
Eirik :)),2023-04-07 22:06:09,00:16:23,,Lucifer: Sesong 2: Candy Morningstar (Episode 14),,Safari MAC (Cadmium),00:16:23,Not latest view,NO (Norway)
Eirik :)),2023-04-07 21:28:18,00:37:17,,Lucifer: Sesong 2: A Good Day to Die (Episode 13),,Safari MAC (Cadmium),00:43:03,00:43:03,NO (Norway)
Eirik :)),2023-04-07 20:47:33,00:40:31,,Lucifer: Sesong 2: Love Handles (Episode 12),,Safari MAC (Cadmium),00:43:16,00:43:16,NO (Norway)
Eirik :)),2023-04-07 20:35:17,00:12:09,,Lucifer: Sesong 2: Stewardess Interruptus (Episode 11),,Safari MAC (Cadmium),00:42:32,00:42:32,NO (Norway)
Eirik :)),2023-04-06 16:59:01,00:29:27,,Lucifer: Sesong 2: Stewardess Interruptus (Episode 11),,Safari MAC (Cadmium),00:30:22,Not latest view,NO (Norway)
Eirik :)),2023-04-06 16:14:47,00:44:01,,Lucifer: Sesong 2: Quid Pro Ho (Episode 10),,Safari MAC (Cadmium),00:43:59,00:43:59,NO (Norway)
Eirik :)),2023-04-06 16:08:35,00:05:57,,Lucifer: Sesong 2: Homewrecker (Episode 9),,Safari MAC (Cadmium),00:43:23,00:43:23,NO (Norway)
Eirik :)),2023-04-06 11:33:29,01:50:40,,Schumacher,,Apple Apple TV 4K 2nd Gen Apple TV,01:51:09,01:51:09,NO (Norway)
Eirik :)),2023-04-06 11:33:17,00:00:04,Autoplayed: user action: None; ,Lucifer: Season 1_hook_primary_16x9,HOOK,Apple Apple TV 4K 2nd Gen Apple TV,00:00:04,Not latest view,NO (Norway)
Eirik :)),2023-04-06 11:32:09,00:00:20,Autoplayed: user action: None; ,Triple Frontier (Trailer),TRAILER,Apple Apple TV 4K 2nd Gen Apple TV,00:00:20,00:00:20,NO (Norway)
Eirik :)),2023-04-06 11:31:54,00:00:04,Autoplayed: user action: None; ,The Adam Project (Klipp): The Adam Project,HOOK,Apple Apple TV 4K 2nd Gen Apple TV,00:00:04,00:00:04,NO (Norway)
Eirik :)),2023-04-06 11:31:08,00:00:11,Autoplayed: user action: None; ,Noah_hook_02_16x9,HOOK,Apple Apple TV 4K 2nd Gen Apple TV,00:00:11,00:00:11,NO (Norway)
Eirik :)),2023-04-06 11:30:53,00:00:09,Autoplayed: user action: None; ,Murder Mystery (Trailer),TRAILER,Apple Apple TV 4K 2nd Gen Apple TV,00:00:09,00:00:09,NO (Norway)
Eirik :)),2023-04-06 11:30:23,00:00:07,Autoplayed: user action: None; ,Murder Mystery 2 (Klipp): Murder Mystery 2,HOOK,Apple Apple TV 4K 2nd Gen Apple TV,00:00:07,00:00:07,NO (Norway)
Eirik :)),2023-04-05 19:31:11,00:30:31,,Lucifer: Sesong 2: Homewrecker (Episode 9),,Safari MAC (Cadmium),00:36:48,Not latest view,NO (Norway)
Eirik :)),2023-04-05 15:38:16,00:05:29,,Lucifer: Sesong 2: Homewrecker (Episode 9),,Safari MAC (Cadmium),00:05:29,Not latest view,NO (Norway)
Eirik :)),2023-04-05 14:58:56,00:39:00,,Lucifer: Sesong 2: Trip to Stabby Town (Episode 8),,Safari MAC (Cadmium),00:42:50,00:42:50,NO (Norway)
Eirik :)),2023-04-05 14:16:54,00:41:49,,Lucifer: Sesong 2: My Little Monkey (Episode 7),,Safari MAC (Cadmium),00:43:14,00:43:14,NO (Norway)
Eirik :)),2023-04-05 13:35:01,00:39:32,,Lucifer: Sesong 2: Monster (Episode 6),,Safari MAC (Cadmium),00:42:51,00:42:51,NO (Norway)
Eirik :)),2023-04-03 20:45:29,00:03:30,,Lucifer: Sesong 2: Monster (Episode 6),,Safari MAC (Cadmium),00:03:30,Not latest view,NO (Norway)
Eirik :)),2023-04-03 20:30:33,00:14:23,,Lucifer: Sesong 2: The Weaponizer (Episode 5),,Safari MAC (Cadmium),00:43:54,00:43:54,NO (Norway)
Eirik :)),2023-04-03 12:14:26,00:00:05,Autoplayed: user action: None; ,The Good Doctor: The Good Doctor: Season 1_hook_primary_16x9,HOOK,Safari MAC (Cadmium),00:00:05,Not latest view,NO (Norway)
Eirik :)),2023-04-03 09:00:57,00:23:53,,Lucifer: Sesong 2: The Weaponizer (Episode 5),,Safari MAC (Cadmium),00:24:48,Not latest view,NO (Norway)
Eirik :)),2023-04-03 08:20:53,00:39:47,Autoplayed: user action: None; ,Lucifer: Sesong 2: Lady Parts (Episode 4),,Safari MAC (Cadmium),00:41:23,00:41:23,NO (Norway)
Eirik :)),2023-04-03 07:41:31,00:39:19,,Lucifer: Sesong 2: Sin-Eater (Episode 3),,Safari MAC (Cadmium),00:43:14,00:43:14,NO (Norway)
Eirik :)),2023-04-02 22:00:50,00:02:33,,Lucifer: Sesong 2: Sin-Eater (Episode 3),,Safari MAC (Cadmium),00:03:26,Not latest view,NO (Norway)
Eirik :)),2023-04-02 21:18:54,00:41:52,,"Lucifer: Sesong 2: Liar, Liar, Slutty Dress on Fire (Episode 2)",,Safari MAC (Cadmium),00:43:17,00:43:17,NO (Norway)
Eirik :)),2023-04-02 20:36:15,00:42:36,,Lucifer: Sesong 2: Everything's Coming Up Lucifer (Episode 1),,Safari MAC (Cadmium),00:43:14,00:43:14,NO (Norway)
Eirik :)),2023-04-02 20:35:55,00:00:02,,Lucifer: Sesong 1: Take Me Back to Hell (Episode 13),,Safari MAC (Cadmium),00:00:02,00:00:02,NO (Norway)
Eirik :)),2023-04-02 18:30:54,00:00:07,,You: Sesong 4: Eat the Rich (Episode 3),,Safari MAC (Cadmium),00:43:37,00:43:37,NO (Norway)
Eirik :)),2023-04-02 11:33:37,00:41:07,Autoplayed: user action: None; ,Lucifer: Sesong 1: Take Me Back to Hell (Episode 13),,Safari MAC (Cadmium),00:43:08,Not latest view,NO (Norway)
Eirik :)),2023-04-02 10:51:10,00:42:25,,Lucifer: Sesong 1: #TeamLucifer (Episode 12),,Safari MAC (Cadmium),00:43:15,00:43:15,NO (Norway)
Eirik :)),2023-04-02 10:29:36,00:21:27,,Lucifer: Sesong 1: St. Lucifer (Episode 11),,Safari MAC (Cadmium),00:42:47,00:42:47,NO (Norway)
Eirik :)),2023-04-02 10:16:43,00:23:55,Autoplayed: user action: None; ,You: Sesong 4: Eat the Rich (Episode 3),,Safari MAC (Cadmium),00:24:57,Not latest view,NO (Norway)
Eirik :)),2023-04-02 10:11:43,00:04:59,,You: Sesong 4: Portrait of the Artist (Episode 2),,Safari MAC (Cadmium),00:44:21,00:44:21,NO (Norway)
Eirik :)),2023-04-01 21:31:50,00:18:51,,Lucifer: Sesong 1: St. Lucifer (Episode 11),,Safari MAC (Cadmium),00:20:31,Not latest view,NO (Norway)
Eirik :)),2023-04-01 20:50:13,00:41:07,,Lucifer: Sesong 1: Pops (Episode 10),,Safari MAC (Cadmium),00:43:15,00:43:15,NO (Norway)
Eirik :)),2023-04-01 20:08:31,00:41:39,,Lucifer: Sesong 1: A Priest Walks into a Bar (Episode 9),,Safari MAC (Cadmium),00:42:08,00:42:08,NO (Norway)
Eirik :)),2023-04-01 20:03:32,00:04:46,,"Lucifer: Sesong 1: Et Tu, Doctor? (Episode 8)",,Safari MAC (Cadmium),00:04:06,00:04:06,NO (Norway)
Eirik :)),2023-04-01 18:47:44,00:41:28,,"Lucifer: Sesong 1: Et Tu, Doctor? (Episode 8)",,Safari MAC (Cadmium),00:42:37,Not latest view,NO (Norway)
Eirik :)),2023-04-01 18:05:52,00:41:43,,Lucifer: Sesong 1: Wingman (Episode 7),,Safari MAC (Cadmium),00:42:58,00:42:58,NO (Norway)
Eirik :)),2023-04-01 17:23:43,00:42:04,,Lucifer: Sesong 1: Favorite Son (Episode 6),,Safari MAC (Cadmium),00:42:48,00:42:48,NO (Norway)
Eirik :)),2023-04-01 16:23:46,00:41:28,,Lucifer: Sesong 1: Sweet Kicks (Episode 5),,Safari MAC (Cadmium),00:42:44,00:42:44,NO (Norway)
Eirik :)),2023-04-01 15:44:45,00:38:36,,Lucifer: Sesong 1: Manly Whatnots (Episode 4),,Safari MAC (Cadmium),00:41:24,00:41:24,NO (Norway)
Eirik :)),2023-04-01 15:02:43,00:41:59,,Lucifer: Sesong 1: The Would-Be Prince of Darkness (Episode 3),,Safari MAC (Cadmium),00:42:26,00:42:26,NO (Norway)
Eirik :)),2023-03-31 19:29:18,00:00:02,Autoplayed: user action: None; ,Lucifer: Sesong 1: The Would-Be Prince of Darkness (Episode 3),,Safari MAC (Cadmium),00:00:57,Not latest view,NO (Norway)
Eirik :)),2023-03-31 18:47:26,00:41:23,,"Lucifer: Sesong 1: Lucifer, Stay. Good Devil. (Episode 2)",,Safari MAC (Cadmium),00:42:52,00:42:52,NO (Norway)
Eirik :)),2023-03-31 18:03:55,00:43:26,,Lucifer: Sesong 1: Pilotepisode,,Safari MAC (Cadmium),00:44:14,00:44:14,NO (Norway)
Eirik :)),2023-03-31 18:01:23,00:00:04,Autoplayed: user action: None; ,Sesong 2 (Klipp 2): Sex/Life,HOOK,Safari MAC (Cadmium),00:00:04,Not latest view,NO (Norway)
Eirik :)),2023-03-29 17:44:03,00:23:31,,Schumacher,,Safari MAC (Cadmium),00:36:37,Not latest view,NO (Norway)
Eirik :)),2023-03-29 17:42:44,00:00:34,Autoplayed: user action: None; ,Jakten på den morderiske sykepleieren (Klipp): Jakten på den morderiske sykepleieren,HOOK,Safari MAC (Cadmium),00:00:00,00:00:00,NO (Norway)
Eirik :)),2023-03-28 21:31:20,01:26:11,,The Good Nurse,,Safari MAC (Cadmium),01:56:46,01:56:46,NO (Norway)
Eirik :)),2023-03-28 19:42:39,00:29:56,,The Good Nurse,,Safari MAC (Cadmium),00:29:56,Not latest view,NO (Norway)
Eirik :)),2023-03-26 12:38:46,00:00:05,Autoplayed: user action: None; ,The Tourist_hook_primary_16x9,HOOK,Safari MAC (Cadmium),00:00:05,Not latest view,NO (Norway)
Eirik :)),2023-03-26 12:37:43,00:00:07,Autoplayed: user action: None; ,Sesong 4 (Trailer): Kjærlighet gjør blind,TRAILER,Safari MAC (Cadmium),00:00:07,00:00:07,NO (Norway)
Eirik :)),2023-03-25 15:23:06,00:29:07,,Sex/Life: Sesong 1: New New York (Episode 4),,Safari MAC (Cadmium),00:29:27,Not latest view,NO (Norway)
Eirik :)),2023-03-25 15:22:53,00:00:09,Autoplayed: user action: None; ,Sesong 2 (Klipp): Jeg er Georgina,HOOK,Safari MAC (Cadmium),00:00:09,00:00:09,NO (Norway)
Eirik :)),2023-03-23 16:35:25,00:00:04,,Sex/Life: Sesong 1: New New York (Episode 4),,Safari MAC (Cadmium),00:00:20,Not latest view,NO (Norway)
Eirik :)),2023-03-23 16:07:52,00:27:32,,Sex/Life: Sesong 1: Empire State of Mind (Episode 3),,Safari MAC (Cadmium),00:48:51,00:48:51,NO (Norway)
Eirik :)),2023-03-22 19:27:44,00:15:13,,Sex/Life: Sesong 1: Empire State of Mind (Episode 3),,Safari MAC (Cadmium),00:21:19,Not latest view,NO (Norway)
Eirik :)),2023-03-22 15:58:39,00:05:49,,Sex/Life: Sesong 1: Empire State of Mind (Episode 3),,Safari MAC (Cadmium),00:06:06,Not latest view,NO (Norway)
Eirik :)),2023-03-22 15:53:33,00:05:05,,Sex/Life: Sesong 1: Down in the Tube Station at Midnight (Episode 2),,Safari MAC (Cadmium),00:41:00,00:41:00,NO (Norway)
Eirik :)),2023-03-22 15:53:20,00:00:10,Autoplayed: user action: None; ,Miniserie (Trailer): Beleiringen i Waco: Amerikansk apokalypse,TRAILER,Safari MAC (Cadmium),00:00:10,00:00:10,NO (Norway)
Eirik :)),2023-03-22 08:33:29,00:25:02,,Sex/Life: Sesong 1: Down in the Tube Station at Midnight (Episode 2),,Safari MAC (Cadmium),00:35:55,Not latest view,NO (Norway)
Eirik :)),2023-03-21 22:20:49,00:10:36,,Sex/Life: Sesong 1: Down in the Tube Station at Midnight (Episode 2),,Safari MAC (Cadmium),00:10:52,Not latest view,NO (Norway)
Eirik :)),2023-03-21 21:30:56,00:42:31,,Sex/Life: Sesong 1: The Wives Are in Connecticut (Episode 1),,Safari MAC (Cadmium),00:42:31,00:42:31,NO (Norway)
Eirik :)),2023-03-21 21:29:32,00:00:29,Autoplayed: user action: None; ,Sesong 2 (Klipp 2): Sex/Life,HOOK,Safari MAC (Cadmium),00:00:29,Not latest view,NO (Norway)
Eirik :)),2023-03-21 21:28:37,00:00:04,Autoplayed: user action: None; ,Teaser 2: The Good Nurse,TEASER_TRAILER,Safari MAC (Cadmium),00:00:04,00:00:04,NO (Norway)
Eirik :)),2023-03-21 21:28:00,00:00:09,Autoplayed: user action: None; ,Teaser 2: The Good Nurse,TEASER_TRAILER,Safari MAC (Cadmium),00:00:09,Not latest view,NO (Norway)
Eirik :)),2023-03-21 21:26:21,00:01:16,Autoplayed: user action: None; ,Teaser 2: The Good Nurse,TEASER_TRAILER,Safari MAC (Cadmium),00:01:16,Not latest view,NO (Norway)
Eirik :)),2023-03-21 21:25:49,00:00:15,Autoplayed: user action: None; ,The Highwaymen (Trailer),TRAILER,Safari MAC (Cadmium),00:00:15,00:00:15,NO (Norway)
Eirik :)),2023-03-21 16:55:43,00:11:38,,Schumacher,,Safari MAC (Cadmium),00:11:38,Not latest view,NO (Norway)
Eirik :)),2023-03-21 16:52:43,00:00:50,Autoplayed: user action: None; ,Miniserie (Klipp): Jimmy Savile: En britisk skrekkhistorie,HOOK,Safari MAC (Cadmium),00:00:50,00:00:50,NO (Norway)
Eirik :)),2023-03-21 16:52:32,00:00:04,,The Sons of Sam: Ned i mørket: Miniserie: Catch .44 (Episode 2),,Safari MAC (Cadmium),00:04:15,00:04:15,NO (Norway)
Eirik :)),2023-03-20 17:43:49,00:26:53,,The Sons of Sam: Ned i mørket: Miniserie: Kaninhull (Episode 4),,Google Chromecast V5 Streaming Stick,00:27:54,00:27:54,NO (Norway)
Eirik :)),2023-03-20 17:43:24,00:00:19,,The Sons of Sam: Ned i mørket: Miniserie: Kaninhull (Episode 4),,Google Chromecast V5 Streaming Stick,00:00:19,Not latest view,NO (Norway)
Eirik :)),2023-03-20 17:33:31,00:09:43,,The Sons of Sam: Ned i mørket: Miniserie: Ultimate Evil (Episode 3),,Google Chromecast V5 Streaming Stick,00:56:16,00:56:16,NO (Norway)
Eirik :)),2023-03-20 17:33:08,00:00:16,,The Sons of Sam: Ned i mørket: Miniserie: Ultimate Evil (Episode 3),,Google Chromecast V5 Streaming Stick,00:46:34,Not latest view,NO (Norway)
Eirik :)),2023-03-20 17:32:29,00:01:25,Autoplayed: user action: None; ,Miniserie (Trailer 2): The Sons of Sam: Ned i mørket,TRAILER,Apple iPhone 11,00:01:25,00:01:25,NO (Norway)
Eirik :)),2023-03-20 10:45:57,00:45:59,,The Sons of Sam: Ned i mørket: Miniserie: Ultimate Evil (Episode 3),,Google Chromecast V5 Streaming Stick,00:46:19,Not latest view,NO (Norway)
Eirik :)),2023-03-20 10:45:32,00:00:19,,The Sons of Sam: Ned i mørket: Miniserie: Ultimate Evil (Episode 3),,Google Chromecast V5 Streaming Stick,00:00:19,Not latest view,NO (Norway)
Eirik :)),2023-03-20 09:49:31,00:55:53,,The Sons of Sam: Ned i mørket: Miniserie: Catch .44 (Episode 2),,Google Chromecast V5 Streaming Stick,01:00:01,Not latest view,NO (Norway)
Eirik :)),2023-03-20 09:49:18,00:00:01,,The Sons of Sam: Ned i mørket: Miniserie: Catch .44 (Episode 2),,Google Chromecast V5 Streaming Stick,00:04:10,Not latest view,NO (Norway)
Eirik :)),2023-03-19 21:52:12,00:03:14,,The Sons of Sam: Ned i mørket: Miniserie: Catch .44 (Episode 2),,Safari MAC (Cadmium),00:04:10,Not latest view,NO (Norway)
Eirik :)),2023-03-19 21:47:48,00:04:22,,The Sons of Sam: Ned i mørket: Miniserie: Hallo fra rennesteinen (Episode 1),,Safari MAC (Cadmium),00:56:04,00:56:04,NO (Norway)
Eirik :)),2023-03-19 20:50:42,00:44:06,,The Sons of Sam: Ned i mørket: Miniserie: Hallo fra rennesteinen (Episode 1),,Google Chromecast V5 Streaming Stick,00:54:57,Not latest view,NO (Norway)
Eirik :)),2023-03-19 20:50:26,00:00:09,,The Sons of Sam: Ned i mørket: Miniserie: Hallo fra rennesteinen (Episode 1),,Google Chromecast V5 Streaming Stick,00:10:50,Not latest view,NO (Norway)
Eirik :)),2023-03-19 20:01:33,00:03:29,,The Sons of Sam: Ned i mørket: Miniserie: Hallo fra rennesteinen (Episode 1),,Google Chromecast V5 Streaming Stick,00:12:58,Not latest view,NO (Norway)
Eirik :)),2023-03-19 20:01:21,00:00:06,,The Sons of Sam: Ned i mørket: Miniserie: Hallo fra rennesteinen (Episode 1),,Google Chromecast V5 Streaming Stick,00:09:29,Not latest view,NO (Norway)
Eirik :)),2023-03-19 19:49:09,00:08:57,,The Sons of Sam: Ned i mørket: Miniserie: Hallo fra rennesteinen (Episode 1),,Safari MAC (Cadmium),00:09:23,Not latest view,NO (Norway)
Eirik :)),2023-03-19 19:48:45,00:00:18,Autoplayed: user action: None; ,Sesong 1 (Klipp): Himmelhøyt – serien,HOOK,Safari MAC (Cadmium),00:00:18,00:00:18,NO (Norway)
Eirik :)),2023-03-19 19:44:50,00:03:51,,Murdaugh-drapene: En sørstatsskandale: Sesong 1: Hvor er Mallory? (Episode 1),,Safari MAC (Cadmium),00:03:51,00:03:51,NO (Norway)
Eirik :)),2023-03-19 13:27:52,00:00:36,Autoplayed: user action: None; ,Sesong 1 (Klipp): Maestro i blått,HOOK,Safari MAC (Cadmium),00:00:00,00:00:00,NO (Norway)
Eirik :)),2023-03-18 15:43:47,00:00:04,Autoplayed: user action: None; ,Drive_hook_05_16x9,HOOK,Safari MAC (Cadmium),00:00:04,Not latest view,NO (Norway)
Eirik :)),2023-03-15 19:33:59,00:17:45,,Sex Education: Sesong 2: Episode 3,,Safari MAC (Cadmium),00:17:45,00:17:45,NO (Norway)
Eirik :)),2023-03-15 19:28:07,00:05:50,,Sex Education: Sesong 2: Episode 2,,Safari MAC (Cadmium),00:48:52,00:48:52,NO (Norway)
Eirik :)),2023-03-15 19:27:04,00:00:50,Autoplayed: user action: None; ,Money Shot: Historien om Pornhub (Klipp): Money Shot: Historien om Pornhub,HOOK,Safari MAC (Cadmium),00:00:00,00:00:00,NO (Norway)
Eirik :)),2023-03-14 21:04:45,00:53:09,,MH370: Flyet som forsvant: Miniserie: Avskjæringen (Episode 3),,Safari MAC (Cadmium),00:53:04,00:53:04,NO (Norway)
Eirik :)),2023-03-14 20:19:26,00:40:48,,MH370: Flyet som forsvant: Miniserie: Kapringen (Episode 2),,Safari MAC (Cadmium),00:40:54,00:40:54,NO (Norway)
Eirik :)),2023-03-14 18:49:26,00:57:50,,MH370: Flyet som forsvant: Miniserie: Piloten (Episode 1),,Safari MAC (Cadmium),00:57:50,00:57:50,NO (Norway)
Eirik :)),2023-03-14 17:26:47,00:42:56,,Sex Education: Sesong 2: Episode 2,,Safari MAC (Cadmium),00:43:02,Not latest view,NO (Norway)
Eirik :)),2023-03-14 16:36:48,00:49:29,,Sex Education: Sesong 2: Episode 1,,Safari MAC (Cadmium),00:49:29,00:49:29,NO (Norway)
Eirik :)),2023-03-13 22:19:31,00:50:52,,Sex Education: Sesong 1: Episode 8,,Safari MAC (Cadmium),00:50:58,00:50:58,NO (Norway)
Eirik :)),2023-03-13 21:29:29,00:50:00,,Sex Education: Sesong 1: Episode 7,,Safari MAC (Cadmium),00:50:00,00:50:00,NO (Norway)
Eirik :)),2023-03-13 21:29:17,00:00:05,Autoplayed: user action: None; ,Blade Runner 2049_hook_primary_16x9,HOOK,Safari MAC (Cadmium),00:00:05,00:00:05,NO (Norway)
Eirik :)),2023-03-12 21:56:49,00:47:57,,Sex Education: Sesong 1: Episode 6,,Safari MAC (Cadmium),00:47:57,00:47:57,NO (Norway)
Eirik :)),2023-03-12 21:56:42,00:00:05,,Sex Education: Sesong 1: Episode 3,,Safari MAC (Cadmium),00:00:58,00:00:58,NO (Norway)
Eirik :)),2023-03-12 20:41:37,00:45:13,,Sex Education: Sesong 1: Episode 5,,Google Chromecast V5 Streaming Stick,00:45:20,00:45:20,NO (Norway)
Eirik :)),2023-03-12 20:41:37,00:44:36,,Sex Education: Sesong 1: Episode 5,,Google Chromecast V5 Streaming Stick,00:44:43,Not latest view,NO (Norway)
Eirik :)),2023-03-12 20:41:25,00:00:06,,Sex Education: Sesong 1: Episode 5,,Google Chromecast V5 Streaming Stick,00:00:06,Not latest view,NO (Norway)
Eirik :)),2023-03-12 19:56:39,00:44:32,,Sex Education: Sesong 1: Episode 4,,Google Chromecast V5 Streaming Stick,00:46:42,00:46:42,NO (Norway)
Eirik :)),2023-03-12 19:56:11,00:00:22,,Sex Education: Sesong 1: Episode 4,,Google Chromecast V5 Streaming Stick,00:00:22,Not latest view,NO (Norway)
Eirik :)),2023-03-12 19:07:54,00:48:08,,Sex Education: Sesong 1: Episode 3,,Google Chromecast V5 Streaming Stick,00:49:10,Not latest view,NO (Norway)
Eirik :)),2023-03-12 19:07:39,00:00:09,,Sex Education: Sesong 1: Episode 3,,Google Chromecast V5 Streaming Stick,00:01:01,Not latest view,NO (Norway)
Eirik :)),2023-03-12 17:20:49,01:46:31,,American Made,,Google Chromecast V5 Streaming Stick,01:46:37,01:46:37,NO (Norway)
Eirik :)),2023-03-12 17:20:37,00:00:07,,American Made,,Google Chromecast V5 Streaming Stick,00:00:07,Not latest view,NO (Norway)
Eirik :)),2023-03-12 17:20:21,00:00:08,,American Made,,Google Chromecast V5 Streaming Stick,00:00:08,Not latest view,NO (Norway)
